address,bathrooms,bedrooms,buildYear,floorAreaSqm,id,isAgentVerified,isVerifiedListing,listingFeatures/0,listingFeatures/1,listingFeatures/2,listingFeatures/3,listingFeatures/4,listingFeatures/5,mrt/nearbyText,postedOn,price,pricePerAreaText,pricePerSqm,propertyType,psfText,recencyText,tenure,thumbnail,title,url,room_category,row_index,listing_id,final_url,page_title,verdict
664A Jurong West Street 64,2,3,Built: 1998,110,500060356,FALSE,FALSE,3,2,"1,184 sqft",HDB Flat,99-year Leasehold,Built: 1998,5 min (370 m) from EW27 Boon Lay MRT Station,19 Mar 2026,740000,S$ 625.00 psf,S$ 625.00 psf,For Sale,S$ 625.00 psf,"Listed on Mar 19, 2026 (4h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500060356/UPHO.158663868.V550/664A-Jurong-West-Street-64-Boon-Lay-Jurong-Tuas-Singapore.jpg,664A Jurong West Street 64,https://www.propertyguru.com.sg/listing/hdb-for-sale-664a-jurong-west-street-64-500060356,3-room,866,500060356,https://www.propertyguru.com.sg/listing/hdb-for-sale-664a-jurong-west-street-64-500060356,"664A Jurong West Street 64 HDB Flat For Sale at S$ 740,000 | PropertyGuru Singapore",active_listing
303A Punggol Central,2,3,Built: 2009,93,500058432,FALSE,FALSE,3,2,"1,001 sqft",HDB Flat,99-year Leasehold,Built: 2009,6 min (490 m) from NE17 Punggol MRT Station,19 Mar 2026,788000,S$ 787.21 psf,S$ 787.21 psf,For Sale,S$ 787.21 psf,"Listed on Mar 19, 2026 (4h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500058432/UPHO.159023434.V550/303A-Punggol-Central-Hougang-Punggol-Sengkang-Singapore.jpg,303A Punggol Central,https://www.propertyguru.com.sg/listing/hdb-for-sale-303a-punggol-central-500058432,3-room,867,500058432,https://www.propertyguru.com.sg/listing/hdb-for-sale-303a-punggol-central-500058432,"303A Punggol Central HDB Flat For Sale at S$ 788,000 | PropertyGuru Singapore",active_listing
411B Fernvale Road,2,3,Built: 2011,96,500067002,FALSE,FALSE,3,2,"1,033 sqft",HDB Flat,99-year Leasehold,Built: 2011,4 min (340 m) from SW5 Fernvale LRT Station,19 Mar 2026,700000,S$ 677.64 psf,S$ 677.64 psf,For Sale,S$ 677.64 psf,"Listed on Mar 19, 2026 (4h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500067002/UPHO.158765548.V550/411B-Fernvale-Road-Seletar-Yio-Chu-Kang-Singapore.jpg,411B Fernvale Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-411b-fernvale-road-500067002,3-room,868,500067002,https://www.propertyguru.com.sg/listing/hdb-for-sale-411b-fernvale-road-500067002,"411B Fernvale Road HDB Flat For Sale at S$ 700,000 | PropertyGuru Singapore",active_listing
276 Yishun Street 22,2,3,Built: 1984,104,500080265,FALSE,FALSE,3,2,"1,119 sqft",HDB Flat,99-year Leasehold,Built: 1984,15 min (1.23 km) from NS13 Yishun MRT Station,19 Mar 2026,600000,S$ 536.19 psf,S$ 536.19 psf,For Sale,S$ 536.19 psf,"Listed on Mar 19, 2026 (4h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500080265/UPHO.158968851.V550/276-Yishun-Street-22-Sembawang-Yishun-Singapore.jpg,276 Yishun Street 22,https://www.propertyguru.com.sg/listing/hdb-for-sale-276-yishun-street-22-500080265,3-room,869,500080265,https://www.propertyguru.com.sg/listing/hdb-for-sale-276-yishun-street-22-500080265,"276 Yishun Street 22 HDB Flat For Sale at S$ 600,000 | PropertyGuru Singapore",active_listing
335 Sembawang Close,2,3,Built: 1998,121,500035953,FALSE,FALSE,3,2,"1,302 sqft",HDB Flat,99-year Leasehold,Built: 1998,9 min (730 m) from NS11 Sembawang MRT Station,19 Mar 2026,680000,S$ 522.27 psf,S$ 522.27 psf,For Sale,S$ 522.27 psf,"Listed on Mar 19, 2026 (4h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500035953/UPHO.158282109.V550/335-Sembawang-Close-Sembawang-Yishun-Singapore.jpg,335 Sembawang Close,https://www.propertyguru.com.sg/listing/hdb-for-sale-335-sembawang-close-500035953,3-room,870,500035953,https://www.propertyguru.com.sg/listing/hdb-for-sale-335-sembawang-close-500035953,"335 Sembawang Close HDB Flat For Sale at S$ 680,000 | PropertyGuru Singapore",active_listing
103B Bidadari Park Drive,2,3,NA,93,500046306,FALSE,FALSE,3,2,"1,001 sqft",HDB Flat,99-year Leasehold,NA,7 min (580 m) from NE11 Woodleigh MRT Station,19 Mar 2026,1100000,"S$ 1,098.90 psf","S$ 1,098.90 psf",For Sale,"S$ 1,098.90 psf","Listed on Mar 19, 2026 (4h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500046306/UPHO.158448964.V550/103B-Bidadari-Park-Drive-Balestier-Toa-Payoh-Singapore.jpg,103B Bidadari Park Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-103b-bidadari-park-drive-500046306,3-room,872,500046306,https://www.propertyguru.com.sg/listing/hdb-for-sale-103b-bidadari-park-drive-500046306,"103B Bidadari Park Drive HDB Flat For Sale at S$ 1,100,000 | PropertyGuru Singapore",active_listing
128A Punggol Field Walk,2,3,Built: 2001,110,500073755,FALSE,FALSE,3,2,"1,184 sqft",HDB Flat,99-year Leasehold,Built: 2001,1 min (50 m) from PE3 Coral Edge LRT Station,19 Mar 2026,690000,S$ 582.77 psf,S$ 582.77 psf,For Sale,S$ 582.77 psf,"Listed on Mar 19, 2026 (4h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500073755/UPHO.158918080.V550/128A-Punggol-Field-Walk-Hougang-Punggol-Sengkang-Singapore.jpg,128A Punggol Field Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-128a-punggol-field-walk-500073755,3-room,873,500073755,https://www.propertyguru.com.sg/listing/hdb-for-sale-128a-punggol-field-walk-500073755,"128A Punggol Field Walk HDB Flat For Sale at S$ 690,000 | PropertyGuru Singapore",active_listing
51 New Upper Changi Road,2,3,Built: 1977,84,60228329,FALSE,FALSE,3,2,904 sqft,HDB Flat,99-year Leasehold,Built: 1977,10 min (810 m) from EW4 Tanah Merah MRT Station,19 Mar 2026,460000,S$ 508.85 psf,S$ 508.85 psf,For Sale,S$ 508.85 psf,"Listed on Mar 19, 2026 (4h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60228329/UPHO.158293522.V550/51-New-Upper-Changi-Road-Bedok-Upper-East-Coast-Singapore.jpg,51 New Upper Changi Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-51-new-upper-changi-road-60228329,3-room,874,60228329,https://www.propertyguru.com.sg/listing/hdb-for-sale-51-new-upper-changi-road-60228329,"51 New Upper Changi Road HDB Flat For Sale at S$ 460,000 | PropertyGuru Singapore",active_listing
217D Sumang Walk,2,3,Built: 2016,112,60217650,FALSE,FALSE,3,2,"1,205 sqft",HDB Flat,99-year Leasehold,Built: 2016,5 min (410 m) from PW7 Soo Teck LRT Station,19 Mar 2026,799000,S$ 663.07 psf,S$ 663.07 psf,For Sale,S$ 663.07 psf,"Listed on Mar 19, 2026 (4h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60217650/UPHO.158054932.V550/217D-Sumang-Walk-Hougang-Punggol-Sengkang-Singapore.jpg,217D Sumang Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-217d-sumang-walk-60217650,3-room,875,60217650,https://www.propertyguru.com.sg/listing/hdb-for-sale-217d-sumang-walk-60217650,"217D Sumang Walk HDB Flat For Sale at S$ 799,000 | PropertyGuru Singapore",active_listing
680C Jurong West Central 1,2,3,Built: 1998,94,500014287,FALSE,FALSE,3,2,"1,012 sqft",HDB Flat,99-year Leasehold,Built: 1998,12 min (1.02 km) from EW27 Boon Lay MRT Station,19 Mar 2026,550000,S$ 543.48 psf,S$ 543.48 psf,For Sale,S$ 543.48 psf,"Listed on Mar 19, 2026 (4h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500014287/UPHO.157709730.V550/680C-Jurong-West-Central-1-Boon-Lay-Jurong-Tuas-Singapore.jpg,680C Jurong West Central 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-680c-jurong-west-central-1-500014287,3-room,876,500014287,https://www.propertyguru.com.sg/listing/hdb-for-sale-680c-jurong-west-central-1-500014287,"680C Jurong West Central 1 HDB Flat For Sale at S$ 538,888 | PropertyGuru Singapore",active_listing
338C Anchorvale Crescent,2,3,Built: 2017,93,60106009,FALSE,FALSE,3,2,"1,001 sqft",HDB Flat,99-year Leasehold,Built: 2017,5 min (430 m) from SW2 Farmway LRT Station,19 Mar 2026,668000,S$ 667.33 psf,S$ 667.33 psf,For Sale,S$ 667.33 psf,"Listed on Mar 19, 2026 (4h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60106009/UPHO.157342895.V550/338C-Anchorvale-Crescent-Hougang-Punggol-Sengkang-Singapore.jpg,338C Anchorvale Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-338c-anchorvale-crescent-60106009,3-room,877,60106009,https://www.propertyguru.com.sg/listing/hdb-for-sale-338c-anchorvale-crescent-60106009,"338C Anchorvale Crescent HDB Flat For Sale at S$ 668,000 | PropertyGuru Singapore",active_listing
795 Woodlands Drive 72,2,3,Built: 1996,102,500082911,FALSE,TRUE,3,2,"1,098 sqft",HDB Flat,99-year Leasehold,Built: 1996,9 min (720 m) from NS10 Admiralty MRT Station,19 Mar 2026,568888,S$ 518.11 psf,S$ 518.11 psf,For Sale,S$ 518.11 psf,"Listed on Mar 19, 2026 (5h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500082911/UPHO.159011778.V550/795-Woodlands-Drive-72-Admiralty-Woodlands-Singapore.jpg,795 Woodlands Drive 72,https://www.propertyguru.com.sg/listing/hdb-for-sale-795-woodlands-drive-72-500082911,3-room,878,500082911,https://www.propertyguru.com.sg/listing/hdb-for-sale-795-woodlands-drive-72-500082911,"795 Woodlands Drive 72 HDB Flat For Sale at S$ 564,888 | PropertyGuru Singapore",active_listing
649 Punggol Central,2,3,Built: 2003,110,500056727,FALSE,FALSE,3,2,"1,184 sqft",HDB Flat,99-year Leasehold,Built: 2003,3 min (270 m) from CP3 Riviera MRT Station,19 Mar 2026,718000,S$ 606.42 psf,S$ 606.42 psf,For Sale,S$ 606.42 psf,"Listed on Mar 19, 2026 (5h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500056727/UPHO.158753573.V550/649-Punggol-Central-Hougang-Punggol-Sengkang-Singapore.jpg,649 Punggol Central,https://www.propertyguru.com.sg/listing/hdb-for-sale-649-punggol-central-500056727,3-room,879,500056727,https://www.propertyguru.com.sg/listing/hdb-for-sale-649-punggol-central-500056727,"649 Punggol Central HDB Flat For Sale at S$ 718,000 | PropertyGuru Singapore",active_listing
124 Tampines Street 11,3,3,Built: 1985,146,500070264,FALSE,FALSE,3,3,"1,572 sqft",HDB Flat,99-year Leasehold,Built: 1985,9 min (770 m) from EW3 Simei MRT Station,19 Mar 2026,928000,S$ 590.33 psf,S$ 590.33 psf,For Sale,S$ 590.33 psf,"Listed on Mar 19, 2026 (5h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500070264/UPHO.158812832.V550/124-Tampines-Street-11-Pasir-Ris-Tampines-Singapore.jpg,124 Tampines Street 11,https://www.propertyguru.com.sg/listing/hdb-for-sale-124-tampines-street-11-500070264,3-room,880,500070264,https://www.propertyguru.com.sg/listing/hdb-for-sale-124-tampines-street-11-500070264,"124 Tampines Street 11 HDB Flat For Sale at S$ 928,000 | PropertyGuru Singapore",active_listing
261A Sengkang East Way,2,3,Built: 1999,110,500057260,FALSE,FALSE,3,2,"1,184 sqft",HDB Flat,99-year Leasehold,Built: 1999,4 min (350 m) from SW1 Cheng Lim LRT Station,19 Mar 2026,690000,S$ 582.77 psf,S$ 582.77 psf,For Sale,S$ 582.77 psf,"Listed on Mar 19, 2026 (5h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500057260/UPHO.158615470.V550/261A-Sengkang-East-Way-Hougang-Punggol-Sengkang-Singapore.jpg,261A Sengkang East Way,https://www.propertyguru.com.sg/listing/hdb-for-sale-261a-sengkang-east-way-500057260,3-room,881,500057260,https://www.propertyguru.com.sg/listing/hdb-for-sale-261a-sengkang-east-way-500057260,"261A Sengkang East Way HDB Flat For Sale at S$ 690,000 | PropertyGuru Singapore",active_listing
187B Bedok North Street 4,2,3,Built: 2017,93,500074333,FALSE,FALSE,3,2,"1,001 sqft",HDB Flat,99-year Leasehold,Built: 2017,15 min (1.25 km) from CG Tanah Merah MRT Station,19 Mar 2026,800000,S$ 799.20 psf,S$ 799.20 psf,For Sale,S$ 799.20 psf,"Listed on Mar 19, 2026 (5h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500074333/UPHO.158875994.V550/187B-Fengshan-GreenVille-Bedok-Upper-East-Coast-Singapore.jpg,187B Fengshan GreenVille,https://www.propertyguru.com.sg/listing/hdb-for-sale-187b-fengshan-greenville-500074333,3-room,882,500074333,https://www.propertyguru.com.sg/listing/hdb-for-sale-187b-fengshan-greenville-500074333,"187B Bedok North Street 4 HDB Flat For Sale at S$ 800,000 | PropertyGuru Singapore",active_listing
257 Yishun Ring Road,2,3,Built: 1985,122,500082718,FALSE,FALSE,3,2,"1,313 sqft",HDB Flat,99-year Leasehold,Built: 1985,14 min (1.15 km) from NS13 Yishun MRT Station,19 Mar 2026,649000,S$ 494.29 psf,S$ 494.29 psf,For Sale,S$ 494.29 psf,"Listed on Mar 19, 2026 (5h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500082718/UPHO.159008835.V550/257-Yishun-Ring-Road-Sembawang-Yishun-Singapore.jpg,257 Yishun Ring Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-257-yishun-ring-road-500082718,3-room,883,500082718,https://www.propertyguru.com.sg/listing/hdb-for-sale-257-yishun-ring-road-500082718,"257 Yishun Ring Road HDB Flat For Sale at S$ 649,000 | PropertyGuru Singapore",active_listing
1B Cantonment Road,2,3,Built: 2009,105,500080840,FALSE,FALSE,3,2,"1,130 sqft",HDB Flat,99-year Leasehold,Built: 2009,7 min (570 m) from EW16 Outram Park MRT Station,19 Mar 2026,1489000,"S$ 1,317.70 psf","S$ 1,317.70 psf",For Sale,"S$ 1,317.70 psf","Listed on Mar 19, 2026 (5h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500080840/UPHO.158978277.V550/Pinnacle-Duxton-Chinatown-Tanjong-Pagar-Singapore.jpg,Pinnacle @ Duxton,https://www.propertyguru.com.sg/listing/hdb-for-sale-pinnacle-duxton-500080840,3-room,884,500080840,https://www.propertyguru.com.sg/listing/hdb-for-sale-pinnacle-duxton-500080840,"1B Cantonment Road HDB Flat For Sale at S$ 1,489,000 | PropertyGuru Singapore",active_listing
701 Woodlands Drive 40,2,3,Built: 1995,119,500080373,FALSE,FALSE,3,2,"1,281 sqft",HDB Flat,99-year Leasehold,Built: 1995,10 min (860 m) from NS10 Admiralty MRT Station,19 Mar 2026,665000,S$ 519.13 psf,S$ 519.13 psf,For Sale,S$ 519.13 psf,"Listed on Mar 19, 2026 (5h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500080373/UPHO.158980197.V550/701-Woodlands-Drive-40-Admiralty-Woodlands-Singapore.jpg,701 Woodlands Drive 40,https://www.propertyguru.com.sg/listing/hdb-for-sale-701-woodlands-drive-40-500080373,3-room,885,500080373,https://www.propertyguru.com.sg/property-for-sale/at-701-woodlands-drive-40-12022,701 Woodlands Drive 40 for Sale in Singapore,active_listing
216D Compassvale Drive,2,3,Built: 2016,112,60209186,FALSE,FALSE,3,2,"1,206 sqft",HDB Flat,99-year Leasehold,Built: 2016,4 min (370 m) from NE16 Sengkang MRT Station,19 Mar 2026,938888,S$ 778.51 psf,S$ 778.51 psf,For Sale,S$ 778.51 psf,"Listed on Mar 19, 2026 (5h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60209186/UPHO.157852083.V550/216D-Compassvale-Drive-Hougang-Punggol-Sengkang-Singapore.jpg,216D Compassvale Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-216d-compassvale-drive-60209186,3-room,886,60209186,https://www.propertyguru.com.sg/listing/hdb-for-sale-216d-compassvale-drive-60209186,"216D Compassvale Drive HDB Flat For Sale at S$ 938,888 | PropertyGuru Singapore",active_listing
415A Fernvale Link,2,3,Built: 2014,113,500061386,FALSE,FALSE,3,2,"1,216 sqft",HDB Flat,99-year Leasehold,Built: 2014,5 min (410 m) from SW6 Layar LRT Station,19 Mar 2026,708888,S$ 582.97 psf,S$ 582.97 psf,For Sale,S$ 582.97 psf,"Listed on Mar 19, 2026 (5h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500061386/UPHO.158679591.V550/415A-Fernvale-Link-Seletar-Yio-Chu-Kang-Singapore.jpg,415A Fernvale Link,https://www.propertyguru.com.sg/listing/hdb-for-sale-415a-fernvale-link-500061386,3-room,887,500061386,https://www.propertyguru.com.sg/listing/hdb-for-sale-415a-fernvale-link-500061386,"415A Fernvale Link HDB Flat For Sale at S$ 708,888 | PropertyGuru Singapore",active_listing
192B Rivervale Drive,2,3,Built: 1998,115,60239215,FALSE,FALSE,3,2,"1,238 sqft",HDB Flat,99-year Leasehold,Built: 1998,4 min (340 m) from SE1 Compassvale LRT Station,19 Mar 2026,648000,S$ 523.42 psf,S$ 523.42 psf,For Sale,S$ 523.42 psf,"Listed on Mar 19, 2026 (5h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60239215/UPHO.159002356.V550/192B-Rivervale-Drive-Hougang-Punggol-Sengkang-Singapore.jpg,192B Rivervale Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-192b-rivervale-drive-60239215,3-room,888,60239215,https://www.propertyguru.com.sg/listing/hdb-for-sale-192b-rivervale-drive-60239215,"192B Rivervale Drive HDB Flat For Sale at S$ 648,000 | PropertyGuru Singapore",active_listing
108 Woodlands Street 13,2,3,Built: 1987,91,500079528,FALSE,FALSE,3,2,980 sqft,HDB Flat,99-year Leasehold,Built: 1987,12 min (1.04 km) from NS9 Woodlands MRT Station,19 Mar 2026,510800,S$ 521.22 psf,S$ 521.22 psf,For Sale,S$ 521.22 psf,"Listed on Mar 19, 2026 (5h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500079528/UPHO.158957639.V550/108-Woodlands-Street-13-Admiralty-Woodlands-Singapore.jpg,108 Woodlands Street 13,https://www.propertyguru.com.sg/listing/hdb-for-sale-108-woodlands-street-13-500079528,3-room,889,500079528,https://www.propertyguru.com.sg/listing/hdb-for-sale-108-woodlands-street-13-500079528,"108 Woodlands Street 13 HDB Flat For Sale at S$ 510,800 | PropertyGuru Singapore",active_listing
618A Punggol Drive,2,3,Built: 2011,93,500080294,FALSE,FALSE,3,2,"1,001 sqft",HDB Flat,99-year Leasehold,Built: 2011,2 min (170 m) from PE6 Oasis LRT Station,19 Mar 2026,718888,S$ 718.17 psf,S$ 718.17 psf,For Sale,S$ 718.17 psf,"Listed on Mar 19, 2026 (5h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500080294/UPHO.158981080.V550/618A-Punggol-Drive-Hougang-Punggol-Sengkang-Singapore.jpg,618A Punggol Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-618a-punggol-drive-500080294,3-room,890,500080294,https://www.propertyguru.com.sg/listing/hdb-for-sale-618a-punggol-drive-500080294,"618A Punggol Drive HDB Flat For Sale at S$ 718,888 | PropertyGuru Singapore",active_listing
601 Senja Road,2,3,Built: 1997,91,60196914,FALSE,FALSE,3,2,979 sqft,HDB Flat,99-year Leasehold,Built: 1997,1 min (120 m) from BP13 Senja LRT Station,19 Mar 2026,655000,S$ 669.05 psf,S$ 669.05 psf,For Sale,S$ 669.05 psf,"Listed on Mar 19, 2026 (5h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60196914/UPHO.157756021.V550/601-Senja-Road-Dairy-Farm-Bukit-Panjang-Choa-Chu-Kang-Singapore.jpg,601 Senja Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-601-senja-road-60196914,3-room,891,60196914,https://www.propertyguru.com.sg/listing/hdb-for-sale-601-senja-road-60196914,"601 Senja Road HDB Flat For Sale at S$ 655,000 | PropertyGuru Singapore",active_listing
818 Woodlands Street 82,2,5,Built: 1994,177,500058002,FALSE,FALSE,5,2,"1,905 sqft",HDB Flat,99-year Leasehold,Built: 1994,13 min (1.07 km) from TE2 Woodlands MRT Station,18 Mar 2026,1195000,S$ 627.30 psf,S$ 627.30 psf,For Sale,S$ 627.30 psf,"Listed on Mar 18, 2026 (1d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500058002/UPHO.158626003.V550/818-Woodlands-Street-82-Admiralty-Woodlands-Singapore.jpg,818 Woodlands Street 82,https://www.propertyguru.com.sg/listing/hdb-for-sale-818-woodlands-street-82-500058002,5+-room,1271,500058002,https://www.propertyguru.com.sg/listing/hdb-for-sale-818-woodlands-street-82-500058002,"818 Woodlands Street 82 HDB Flat For Sale at S$ 1,195,000 | PropertyGuru Singapore",active_listing
221 Bukit Batok East Avenue 3,2,5,Built: 1984,146,500042714,FALSE,TRUE,5,2,"1,571 sqft",HDB Flat,99-year Leasehold,Built: 1984,10 min (820 m) from NS2 Bukit Batok MRT Station,19 Mar 2026,800000,S$ 509.23 psf,S$ 509.23 psf,For Sale,S$ 509.23 psf,"Listed on Mar 19, 2026 (5h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500042714/UPHO.158394903.V550/221-Bukit-Batok-East-Avenue-3-Dairy-Farm-Bukit-Panjang-Choa-Chu-Kang-Singapore.jpg,221 Bukit Batok East Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-221-bukit-batok-east-avenue-3-500042714,5+-room,1272,500042714,https://www.propertyguru.com.sg/listing/hdb-for-sale-221-bukit-batok-east-avenue-3-500042714,"221 Bukit Batok East Avenue 3 HDB Flat For Sale at S$ 800,000 | PropertyGuru Singapore",active_listing
513 Woodlands Drive 14,2,5,Built: 1998,147,500061019,FALSE,FALSE,5,2,"1,582 sqft",HDB Flat,99-year Leasehold,Built: 1998,8 min (650 m) from TE2 Woodlands MRT Station,19 Mar 2026,878000,S$ 554.99 psf,S$ 554.99 psf,For Sale,S$ 554.99 psf,"Listed on Mar 19, 2026 (10h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500061019/UPHO.158673706.V550/513-Woodlands-Drive-14-Admiralty-Woodlands-Singapore.jpg,513 Woodlands Drive 14,https://www.propertyguru.com.sg/listing/hdb-for-sale-513-woodlands-drive-14-500061019,5+-room,1273,500061019,https://www.propertyguru.com.sg/listing/hdb-for-sale-513-woodlands-drive-14-500061019,"513 Woodlands Drive 14 HDB Flat For Sale at S$ 878,000 | PropertyGuru Singapore",active_listing
818 Woodlands Street 82,2,5,Built: 1994,177,500060754,FALSE,FALSE,5,2,"1,905 sqft",HDB Flat,99-year Leasehold,Built: 1994,13 min (1.07 km) from TE2 Woodlands MRT Station,18 Mar 2026,1195000,S$ 627.30 psf,S$ 627.30 psf,For Sale,S$ 627.30 psf,"Listed on Mar 18, 2026 (22h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500060754/UPHO.158670069.V550/818-Woodlands-Street-82-Admiralty-Woodlands-Singapore.jpg,818 Woodlands Street 82,https://www.propertyguru.com.sg/listing/hdb-for-sale-818-woodlands-street-82-500060754,5+-room,1274,500060754,https://www.propertyguru.com.sg/listing/hdb-for-sale-818-woodlands-street-82-500060754,"818 Woodlands Street 82 HDB Flat For Sale at S$ 1,195,000 | PropertyGuru Singapore",active_listing
50 Moh Guan Terrace,2,6,Built: 1949,150,500061274,FALSE,FALSE,6,2,"1,615 sqft",HDB Flat,99-year Leasehold,Built: 1949,7 min (620 m) from EW17 Tiong Bahru MRT Station,18 Mar 2026,1588000,S$ 983.28 psf,S$ 983.28 psf,For Sale,S$ 983.28 psf,"Listed on Mar 18, 2026 (1d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500061274/UPHO.158677580.V550/50-Moh-Guan-Terrace-Alexandra-Commonwealth-Singapore.jpg,50 Moh Guan Terrace,https://www.propertyguru.com.sg/listing/hdb-for-sale-50-moh-guan-terrace-500061274,5+-room,1275,500061274,https://www.propertyguru.com.sg/listing/hdb-for-sale-50-moh-guan-terrace-500061274,"50 Moh Guan Terrace HDB Flat For Sale at S$ 1,588,000 | PropertyGuru Singapore",active_listing
808 Woodlands Street 81,3,6,Built: 1994,189,60239445,FALSE,FALSE,6,3,"2,034 sqft",HDB Flat,99-year Leasehold,Built: 1994,11 min (920 m) from NS9 Woodlands MRT Station,18 Mar 2026,1090000,S$ 535.89 psf,S$ 535.89 psf,For Sale,S$ 535.89 psf,"Listed on Mar 18, 2026 (1d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60239445/UPHO.159015723.V550/808-Woodlands-Street-81-Admiralty-Woodlands-Singapore.jpg,808 Woodlands Street 81,https://www.propertyguru.com.sg/listing/hdb-for-sale-808-woodlands-street-81-60239445,5+-room,1276,60239445,https://www.propertyguru.com.sg/listing/hdb-for-sale-808-woodlands-street-81-60239445,"808 Woodlands Street 81 HDB Flat For Sale at S$ 1,090,000 | PropertyGuru Singapore",active_listing
605 Yishun Street 61,3,6,Built: 1987,163,60232099,FALSE,FALSE,6,3,"1,754 sqft",HDB Flat,99-year Leasehold,Built: 1987,11 min (900 m) from NS14 Khatib MRT Station,18 Mar 2026,1200000,S$ 684.15 psf,S$ 684.15 psf,For Sale,S$ 684.15 psf,"Listed on Mar 18, 2026 (1d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60232099/UPHO.158541533.V550/605-Yishun-Street-61-Sembawang-Yishun-Singapore.jpg,605 Yishun Street 61,https://www.propertyguru.com.sg/listing/hdb-for-sale-605-yishun-street-61-60232099,5+-room,1277,60232099,https://www.propertyguru.com.sg/listing/hdb-for-sale-605-yishun-street-61-60232099,"605 Yishun Street 61 HDB Flat For Sale at S$ 1,200,000 | PropertyGuru Singapore",active_listing
315 Tampines Street 33,2,5,Built: 1992,147,500076340,FALSE,FALSE,5,2,"1,582 sqft",HDB Flat,99-year Leasehold,Built: 1992,8 min (700 m) from DT33 Tampines East MRT Station,17 Mar 2026,950000,S$ 600.51 psf,S$ 600.51 psf,For Sale,S$ 600.51 psf,"Listed on Mar 17, 2026 (1d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500076340/UPHO.158906756.V550/315-Tampines-Street-33-Pasir-Ris-Tampines-Singapore.jpg,315 Tampines Street 33,https://www.propertyguru.com.sg/listing/hdb-for-sale-315-tampines-street-33-500076340,5+-room,1278,500076340,https://www.propertyguru.com.sg/listing/hdb-for-sale-315-tampines-street-33-500076340,"315 Tampines Street 33 HDB Flat For Sale at S$ 950,000 | PropertyGuru Singapore",active_listing
