,address,floor_area_sqm,asking_price,lat,lon,postal,full_address,town,lease_commence_date,remaining_lease,flat_type,storey_midpoint,storey_imputed,mall_1_name,mall_1_dist_m,mall_2_name,mall_2_dist_m,mall_3_name,mall_3_dist_m,school_1_name,school_1_dist_m,school_2_name,school_2_dist_m,school_3_name,school_3_dist_m,hawker_1_name,hawker_1_dist_m,hawker_2_name,hawker_2_dist_m,hawker_3_name,hawker_3_dist_m,polyclinic_1_name,polyclinic_1_dist_m,polyclinic_2_name,polyclinic_2_dist_m,polyclinic_3_name,polyclinic_3_dist_m,supermarket_1_name,supermarket_1_dist_m,supermarket_2_name,supermarket_2_dist_m,supermarket_3_name,supermarket_3_dist_m,train_1_name,train_1_dist_m,train_2_name,train_2_dist_m,train_3_name,train_3_dist_m,bus_1_name,bus_1_dist_m,bus_2_name,bus_2_dist_m,bus_3_name,bus_3_dist_m,num_mrt_within_1km,flag_mrt_within_500m,num_primary_schools_within_1km,num_hawkers_within_500m,num_bus_within_400m,dist_cbd,month_index,median_6m_similar,predicted_price,valuation_pct
999,824 Jurong West Street 81,121,630000.0,1.34640004716841,103.69413936089,640824,824 JURONG WEST STREET 81 SINGAPORE 640824,JURONG WEST,1989,62,4 ROOM,8.0,True,Gek Poh Shopping Centre,477,Pioneer Mall,623,Jurong Point,1594,WEST GROVE PRIMARY SCHOOL,568,WESTWOOD PRIMARY SCHOOL,718,BOON LAY SECONDARY SCHOOL,954,Jurong West Hawker Centre,667,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),2079,Jurong West Street 52 Blk 505,2726,Pioneer Polyclinic,1026,Jurong Polyclinic,4083,Bukit Batok Polyclinic,6000,PRIME SUPERMARKET LIMITED,529,PRIME SUPERMARKET LIMITED,570,COLD STORAGE SINGAPORE (1983) PTE LTD,623,Pioneer,1042,Boon Lay,1584,Joo Koon,2718,27409,91,27401,107,27419,159,0,0,3,0,12,18447.927100110453,110,540000.0,560393.0,12.42
1000,497H Tampines Street 45,130,790000.0,1.35991572142856,103.960059381091,526497,497H TAMPINES STREET 45 SINGAPORE 526497,TAMPINES,1994,67,4 ROOM,8.0,True,White Sands,642,Tampines 1,1204,Tampines Mall,1895,EAST SPRING SECONDARY SCHOOL,415,DUNMAN SECONDARY SCHOOL,435,TEMASEK JUNIOR COLLEGE,521,Pasir Ris Central Hawker Centre,1778,Hawker Centre @ Our Tampines Hub,2311,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),2357,Pasir Ris Polyclinic,993,Tampines Polyclinic,1600,Tampines North Polyclinic,2650,HAO MART PTE. LTD.,202,COLD STORAGE SINGAPORE (1983) PTE LTD,617,NTUC FAIRPRICE CO-OPERATIVE LTD,772,Tampines East,732,Tampines,1814,Simei,2002,76249,197,76251,199,76259,202,1,0,2,0,6,15106.670452555121,110,656500.0,734917.0,7.5
1001,842H Tampines Street 82,127,950000.0,1.35161667861579,103.937070511177,528842,842H TAMPINES STREET 82 TAMPINES ARCADIA SINGAPORE 528842,TAMPINES,1994,67,4 ROOM,8.0,True,Our Tampines Hub,426,Century Square,754,Tampines Mall,854,ST. HILDA'S PRIMARY SCHOOL,215,ST. HILDA'S SECONDARY SCHOOL,217,JUNYUAN SECONDARY SCHOOL,418,Hawker Centre @ Our Tampines Hub,408,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1090,Tampines North Hawker Centre,1696,Tampines North Polyclinic,924,Tampines Polyclinic,1168,Bedok Polyclinic,2840,NTUC FAIRPRICE CO-OPERATIVE LTD,358,COLD STORAGE SINGAPORE (1983) PTE LTD,358,PRIME SUPERMARKET LIMITED,468,Tampines West,695,Tampines,917,Bedok Reservoir,1753,76049,69,76041,110,76121,206,3,0,4,1,13,12492.860794249795,110,656500.0,821377.0,15.66
1002,290F Bukit Batok Street 24,120,799000.0,1.34351644124186,103.757696498682,655290,290F BUKIT BATOK STREET 24 SPRING VIEW SINGAPORE 655290,BUKIT BATOK,1996,69,4 ROOM,8.0,True,West Mall,1186,IMM,1538,Westgate,1959,KEMING PRIMARY SCHOOL,263,BUKIT VIEW PRIMARY SCHOOL,518,BUKIT VIEW SECONDARY SCHOOL,656,Bukit Timah Interim Hawker Centre and Market,1971,Bukit Timah Market,2125,Bukit Batok West Hawker Centre,2185,Bukit Batok Polyclinic,1448,Jurong Polyclinic,3077,Clementi Polyclinic,3558,COLD STORAGE SINGAPORE (1983) PTE LTD,357,NTUC FAIRPRICE CO-OPERATIVE LTD,471,T S J INDUSTRIAL (S) PTE. LTD.,832,Bukit Batok,1092,Hume,1769,Bukit Gombak,1802,43611,95,43619,120,43149,195,0,0,2,0,12,12026.720167669366,110,630000.0,698850.0,14.33
1003,336 Jurong East Avenue 1,149,788000.0,1.35041039841488,103.731481482818,600336,336 JURONG EAST AVENUE 1 SINGAPORE 600336,JURONG EAST,1984,57,4 ROOM,8.0,True,Plantation Plaza,853,Le Quest,1236,Parc Point,1395,JURONG PRIMARY SCHOOL,288,JURONGVILLE SECONDARY SCHOOL,302,PIONEER PRIMARY SCHOOL,470,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),556,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),1037,Bukit Batok West Hawker Centre,1304,Jurong Polyclinic,114,Bukit Batok Polyclinic,1825,Pioneer Polyclinic,3842,NTUC FAIRPRICE CO-OPERATIVE LTD,545,COLD STORAGE SINGAPORE (1983) PTE LTD,766,NTUC FAIRPRICE CO-OPERATIVE LTD,830,Chinese Garden,904,Lakeside,1356,Bukit Batok,2016,28499,142,28491,167,28121,207,1,0,2,0,7,14908.66852172473,110,540000.0,815856.0,-3.41
1004,558 Jurong West Street 42,150,758000.0,1.35419821230377,103.717344057356,640558,558 JURONG WEST STREET 42 SINGAPORE 640558,JURONG WEST,1984,57,4 ROOM,8.0,True,Plantation Plaza,1909,Jurong Point,2023,Gek Poh Shopping Centre,2263,HUA YI SECONDARY SCHOOL,540,RULANG PRIMARY SCHOOL,839,SHUQUN PRIMARY SCHOOL,940,Jurong West Street 52 Blk 505,520,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),1118,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),1871,Jurong Polyclinic,1568,Pioneer Polyclinic,2679,Bukit Batok Polyclinic,3397,SHENG SIONG SUPERMARKET PTE LTD,267,NG TOH TET,382,LOCH GROCER PTE. LTD.,473,Lakeside,1176,Boon Lay,2140,Chinese Garden,2147,28541,204,28161,289,28551,321,0,0,2,0,5,16486.088857737075,110,540000.0,747527.0,1.4
1005,336 Jurong East Avenue 1,149,897000.0,1.35041039841488,103.731481482818,600336,336 JURONG EAST AVENUE 1 SINGAPORE 600336,JURONG EAST,1984,57,4 ROOM,8.0,True,Plantation Plaza,853,Le Quest,1236,Parc Point,1395,JURONG PRIMARY SCHOOL,288,JURONGVILLE SECONDARY SCHOOL,302,PIONEER PRIMARY SCHOOL,470,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),556,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),1037,Bukit Batok West Hawker Centre,1304,Jurong Polyclinic,114,Bukit Batok Polyclinic,1825,Pioneer Polyclinic,3842,NTUC FAIRPRICE CO-OPERATIVE LTD,545,COLD STORAGE SINGAPORE (1983) PTE LTD,766,NTUC FAIRPRICE CO-OPERATIVE LTD,830,Chinese Garden,904,Lakeside,1356,Bukit Batok,2016,28499,142,28491,167,28121,207,1,0,2,0,7,14908.66852172473,110,540000.0,815856.0,9.95
1006,542 Woodlands Drive 16,121,780000.0,1.42773187485332,103.793625057871,730542,542 WOODLANDS DRIVE 16 SINGAPORE 730542,WOODLANDS,1998,71,4 ROOM,8.0,True,Causeway Point,1258,Sun Plaza,3668,Sembawang Shopping Centre,3808,CHRIST CHURCH SECONDARY SCHOOL,131,WOODGROVE SECONDARY SCHOOL,277,INNOVA PRIMARY SCHOOL,362,Kampung Admiralty Hawker Centre,1552,Marsiling Mall Hawker Centre,1659,Marsiling Lane Blk 20/21,2541,Woodlands Polyclinic,2077,Sembawang Polyclinic,3606,Khatib Polyclinic,4886,COLD STORAGE SINGAPORE (1983) PTE LTD,346,NTUC FAIRPRICE CO-OPERATIVE LTD,511,SHENG SIONG SUPERMARKET PTE LTD,659,Woodlands South,55,Woodlands,1121,Admiralty,1647,46981,40,46989,164,46999,236,1,1,4,0,9,17127.374062951596,110,550000.0,659828.0,18.21
1007,682 Choa Chu Kang Crescent,123,680000.0,1.4025105391984,103.745291155566,680682,682 CHOA CHU KANG CRESCENT SINGAPORE 680682,CHOA CHU KANG,1998,71,4 ROOM,8.0,True,YewTee Point,623,Limbang Shopping Centre,1186,Lot One,1939,UNITY PRIMARY SCHOOL,171,UNITY SECONDARY SCHOOL,289,DE LA SALLE SCHOOL,898,Yew Tee Hawker Centre,596,Senja Hawker Centre,2446,Bukit Panjang Hawker Centre,4101,Choa Chu Kang Polyclinic,2324,Bukit Panjang Polyclinic,3287,Woodlands Polyclinic,4585,NTUC FAIRPRICE CO-OPERATIVE LTD,596,NTUC FAIRPRICE CO-OPERATIVE LTD,640,NTUC FAIRPRICE CO-OPERATIVE LTD,1186,Yew Tee,601,Choa Chu Kang,1976,South View,2470,45401,83,45409,129,45411,293,1,0,3,0,7,17456.29848061293,110,560000.0,630789.0,7.8
1008,429 Tampines Street 41,148,918000.0,1.3590857124975,103.949767162999,520429,429 TAMPINES STREET 41 SINGAPORE 520429,TAMPINES,1985,58,4 ROOM,8.0,True,Tampines 1,818,Tampines Mall,922,Century Square,998,TAMPINES NORTH PRIMARY SCHOOL,191,GONGSHANG PRIMARY SCHOOL,230,PASIR RIS SECONDARY SCHOOL,548,Hawker Centre @ Our Tampines Hub,1233,Tampines North Hawker Centre,1588,Pasir Ris Central Hawker Centre,1612,Tampines Polyclinic,473,Pasir Ris Polyclinic,1504,Tampines North Polyclinic,1833,NTUC FAIRPRICE CO-OPERATIVE LTD,398,SHENG SIONG SUPERMARKET PTE LTD,556,YES SUPERMARKET PTE LTD,723,Tampines East,630,Tampines,823,Simei,1812,76361,114,76369,143,76471,167,3,0,3,0,10,14120.164267928401,110,656500.0,861639.0,6.54
1009,241 Bukit Panjang Ring Road,122,670000.0,1.37971696912364,103.771871254159,670241,241 BUKIT PANJANG RING ROAD SINGAPORE 670241,BUKIT PANJANG,1987,60,4 ROOM,8.0,True,Fajar Shopping Centre,447,Bukit Panjang Plaza,836,Greenridge Shopping Centre,891,ZHENGHUA PRIMARY SCHOOL,243,BEACON PRIMARY SCHOOL,510,BUKIT PANJANG PRIMARY SCHOOL,743,Bukit Panjang Hawker Centre,246,Senja Hawker Centre,1459,Yew Tee Hawker Centre,3478,Bukit Panjang Polyclinic,836,Choa Chu Kang Polyclinic,2363,Bukit Batok Polyclinic,4079,COLD STORAGE SINGAPORE (1983) PTE LTD,140,COLD STORAGE SINGAPORE (1983) PTE LTD,447,SHENG SIONG SUPERMARKET PTE LTD,486,Bangkit,93,Pending,404,Fajar,551,44321,58,44329,103,44331,129,6,1,4,1,14,13620.628374180886,110,575000.0,621152.0,7.86
1010,293A Bukit Batok Street 21,113,920000.0,1.34593565587377,103.754650908839,651293,293A BUKIT BATOK STREET 21 SKYPEAK @ BUKIT BATOK SINGAPORE 651293,BUKIT BATOK,2017,90,4 ROOM,8.0,True,West Mall,753,IMM,1502,Westgate,1860,BUKIT VIEW PRIMARY SCHOOL,110,KEMING PRIMARY SCHOOL,205,BUKIT VIEW SECONDARY SCHOOL,270,Bukit Batok West Hawker Centre,1753,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),1900,Bukit Timah Interim Hawker Centre and Market,2357,Bukit Batok Polyclinic,1016,Jurong Polyclinic,2694,Clementi Polyclinic,3910,COLD STORAGE SINGAPORE (1983) PTE LTD,304,NTUC FAIRPRICE CO-OPERATIVE LTD,331,NTUC FAIRPRICE CO-OPERATIVE LTD,667,Bukit Batok,662,Bukit Gombak,1445,Hume,1875,43739,59,43731,62,43141,236,1,0,3,0,14,12457.696051833529,110,630000.0,838820.0,9.68
1011,795 Woodlands Drive 72,121,688000.0,1.44282035100621,103.804146233239,730795,795 WOODLANDS DRIVE 72 SINGAPORE 730795,WOODLANDS,1996,69,4 ROOM,8.0,True,Sun Plaza,1809,Causeway Point,2154,Sembawang Shopping Centre,2304,GREENWOOD PRIMARY SCHOOL,331,ADMIRALTY SECONDARY SCHOOL,393,ADMIRALTY PRIMARY SCHOOL,457,Kampung Admiralty Hawker Centre,511,Bukit Canberra Hawker Centre,2156,Marsiling Mall Hawker Centre,2888,Sembawang Polyclinic,3010,Woodlands Polyclinic,3479,Yishun Polyclinic,4135,U STARS PTE. LTD.,334,COLD STORAGE SINGAPORE (1983) PTE LTD,434,PRIME SUPERMARKET LIMITED,447,Admiralty,430,Sembawang,1898,Woodlands,1952,47601,105,47609,161,47651,180,1,1,3,0,12,18365.2922177098,110,550000.0,647740.0,6.22
1012,616 Woodlands Avenue 4,122,658000.0,1.4343227615451,103.795844279939,730616,616 WOODLANDS AVENUE 4 SINGAPORE 730616,WOODLANDS,1997,70,4 ROOM,8.0,True,Causeway Point,1113,Sun Plaza,3049,Sembawang Shopping Centre,3330,WOODLANDS RING PRIMARY SCHOOL,184,WOODLANDS PRIMARY SCHOOL,516,WOODGROVE PRIMARY SCHOOL,649,Kampung Admiralty Hawker Centre,811,Marsiling Mall Hawker Centre,1776,Marsiling Lane Blk 20/21,2325,Woodlands Polyclinic,2325,Sembawang Polyclinic,3458,Khatib Polyclinic,4769,NTUC FAIRPRICE CO-OPERATIVE LTD,368,SHENG SIONG SUPERMARKET PTE LTD,465,COLD STORAGE SINGAPORE (1983) PTE LTD,472,Woodlands South,822,Woodlands,900,Admiralty,901,47579,112,47571,116,46681,157,3,0,4,0,17,17733.763208441498,110,550000.0,627503.0,4.86
1013,836 Jurong West Street 81,138,600000.0,1.34263096431938,103.693464895067,640836,836 JURONG WEST STREET 81 HDB PUBLIC SHELTERS SINGAPORE 640836,JURONG WEST,1992,65,4 ROOM,8.0,True,Pioneer Mall,425,Gek Poh Shopping Centre,829,Jurong Point,1512,WEST GROVE PRIMARY SCHOOL,654,JURONG WEST PRIMARY SCHOOL,707,JUYING SECONDARY SCHOOL,811,Jurong West Hawker Centre,447,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),2169,Jurong West Street 52 Blk 505,2885,Pioneer Polyclinic,765,Jurong Polyclinic,4216,Bukit Batok Polyclinic,6132,PRIME SUPERMARKET LIMITED,231,COLD STORAGE SINGAPORE (1983) PTE LTD,412,PRIME SUPERMARKET LIMITED,864,Pioneer,706,Boon Lay,1470,Joo Koon,2359,27369,78,27361,107,27421,209,1,0,4,1,20,18363.142673830967,110,540000.0,687616.0,-12.74
1014,103 Rivervale Walk,143,878888.0,1.38291146712108,103.901208583313,540103,103 RIVERVALE WALK PCF SPARKLETOTS PRESCHOOL @ PUNGGOL EAST BLK 103 (KN) SINGAPORE 540103,SENGKANG,1998,71,4 ROOM,11.0,True,Sengkang Grand Mall,944,Compass One,1224,Hougang Mall,1410,NORTH VISTA SECONDARY SCHOOL,299,NORTH SPRING PRIMARY SCHOOL,512,SENG KANG SECONDARY SCHOOL,518,Buangkok Hawker Centre,944,Anchorvale Village Hawker Centre,2097,Ci Yuan Hawker Centre,2200,Sengkang Polyclinic,1365,Hougang Polyclinic,1983,Punggol Polyclinic,2549,NTUC FAIRPRICE CO-OPERATIVE LTD,228,COLD STORAGE SINGAPORE (1983) PTE LTD,475,NTUC FAIRPRICE CO-OPERATIVE LTD,670,Kangkar,162,Ranggung,470,Bakau,734,67151,120,65029,199,67159,208,4,1,4,0,11,12552.84723386389,110,642888.0,870032.0,1.02
1015,834 Hougang Central,156,1298888.0,1.36987840279112,103.889859718034,530834,834 HOUGANG CENTRAL SINGAPORE 530834,HOUGANG,1992,65,4 ROOM,8.0,True,Hougang Mall,523,Hougang Mall,534,Heartland Mall,1262,MONTFORT JUNIOR SCHOOL,417,MONTFORT SECONDARY SCHOOL,466,HOLY INNOCENTS' PRIMARY SCHOOL,575,Ci Yuan Hawker Centre,980,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),1273,Buangkok Hawker Centre,1491,Hougang Polyclinic,95,Sengkang Polyclinic,2587,Punggol Polyclinic,4453,NTUC FAIRPRICE CO-OPERATIVE LTD,502,NTUC FAIRPRICE CO-OPERATIVE LTD,523,COLD STORAGE SINGAPORE (1983) PTE LTD,545,Hougang,321,Kovan,1203,Buangkok,1489,64521,44,64551,56,64529,67,1,1,4,0,16,10687.28282474061,110,615000.0,1042909.0,24.54
1016,128 Lorong Ah Soo,149,980000.0,1.35172355247142,103.886487164914,530128,128 LORONG AH SOO SINGAPORE 530128,HOUGANG,1983,56,4 ROOM,8.0,True,Heartland Mall,882,NEX,1581,Nex,1581,PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),174,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),245,YUYING SECONDARY SCHOOL,729,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),483,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),820,Woodleigh Village Hawker Centre,2085,Hougang Polyclinic,2041,Geylang Polyclinic,3585,Kallang Polyclinic,3585,ISYMI PTE LTD,427,PRIME SUPERMARKET (1996) PTE LTD,516,NTUC FAIRPRICE CO-OPERATIVE LTD,705,Kovan,953,Bartley,1242,Serangoon,1453,63309,78,63301,141,63291,154,1,0,2,1,5,8725.863162577,110,615000.0,875640.0,11.92
1017,657 Yishun Avenue 4,125,790000.0,1.42224077094874,103.839349033609,760657,657 YISHUN AVENUE 4 NEE SOON CENTRAL VIEW SINGAPORE 760657,YISHUN,1986,59,4 ROOM,8.0,True,GV Yishun,911,Northpoint City,919,Canberra Plaza,2567,NORTHLAND PRIMARY SCHOOL,191,CHUNG CHENG HIGH SCHOOL (YISHUN),400,NORTHBROOKS SECONDARY SCHOOL,664,Yishun Park Hawker Centre,673,Chong Pang Hawker Centre & Market,1495,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),1579,Khatib Polyclinic,264,Yishun Polyclinic,903,Sembawang Polyclinic,1567,NTUC FAIRPRICE CO-OPERATIVE LTD,516,SHENG SIONG SUPERMARKET PTE LTD,522,SHENG SIONG SUPERMARKET PTE LTD,635,Khatib,890,Yishun,935,Canberra,2553,59349,145,59281,162,59341,182,2,0,3,0,11,15455.175320171367,110,565000.0,647682.0,21.97
1018,434 Bukit Panjang Ring Road,122,680000.0,1.38545924836708,103.77050511557,670434,434 BUKIT PANJANG RING ROAD SINGAPORE 670434,BUKIT PANJANG,1988,61,4 ROOM,8.0,True,Fajar Shopping Centre,211,Greenridge Shopping Centre,475,Bukit Panjang Plaza,920,GREENRIDGE PRIMARY SCHOOL,305,BEACON PRIMARY SCHOOL,386,WEST SPRING PRIMARY SCHOOL,616,Bukit Panjang Hawker Centre,902,Senja Hawker Centre,1065,Yew Tee Hawker Centre,3028,Bukit Panjang Polyclinic,920,Choa Chu Kang Polyclinic,2220,Bukit Batok Polyclinic,4493,SHENG SIONG SUPERMARKET PTE LTD,172,COLD STORAGE SINGAPORE (1983) PTE LTD,211,SHENG SIONG SUPERMARKET PTE LTD,326,Fajar,107,Segar,278,Bangkit,650,44771,87,44779,138,44911,267,6,1,4,0,8,14218.829186531051,110,575000.0,626596.0,8.52
1019,814 Jurong West Street 81,121,600000.0,1.34566786108845,103.695791563809,640814,814 JURONG WEST STREET 81 SINGAPORE 640814,JURONG WEST,1989,62,4 ROOM,8.0,True,Gek Poh Shopping Centre,404,Pioneer Mall,468,Jurong Point,1394,WEST GROVE PRIMARY SCHOOL,368,WESTWOOD PRIMARY SCHOOL,567,BOON LAY SECONDARY SCHOOL,753,Jurong West Hawker Centre,516,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),1891,Jurong West Street 52 Blk 505,2557,Pioneer Polyclinic,868,Jurong Polyclinic,3909,Bukit Batok Polyclinic,5827,PRIME SUPERMARKET LIMITED,439,COLD STORAGE SINGAPORE (1983) PTE LTD,473,PRIME SUPERMARKET LIMITED,628,Pioneer,915,Boon Lay,1386,Joo Koon,2781,27359,134,27351,173,27341,239,1,0,3,0,16,18247.1071350868,110,540000.0,560851.0,6.98
1020,360C Admiralty Drive,111,713688.0,1.4486749328363,103.814692191276,753360,360C ADMIRALTY DRIVE SUN BLISS SINGAPORE 753360,SEMBAWANG,1999,72,4 ROOM,8.0,True,Sun Plaza,537,Sembawang Shopping Centre,1362,Canberra Plaza,1833,CANBERRA PRIMARY SCHOOL,314,SEMBAWANG SECONDARY SCHOOL,444,ENDEAVOUR PRIMARY SCHOOL,641,Bukit Canberra Hawker Centre,898,Kampung Admiralty Hawker Centre,1843,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),2457,Sembawang Polyclinic,2730,Yishun Polyclinic,3401,Khatib Polyclinic,3763,COLD STORAGE SINGAPORE (1983) PTE LTD,162,NTUC FAIRPRICE CO-OPERATIVE LTD,450,NTUC FAIRPRICE CO-OPERATIVE LTD,533,Sembawang,597,Admiralty,1769,Canberra,1781,58381,158,58389,160,58229,168,1,0,5,0,9,18729.548106141992,110,600000.0,608586.0,17.27
1021,453 Choa Chu Kang Avenue 4,142,750000.0,1.37997802767876,103.73490597126,680453,453 CHOA CHU KANG AVENUE 4 SINGAPORE 680453,CHOA CHU KANG,1998,71,4 ROOM,8.0,True,Lot One,1281,Limbang Shopping Centre,1624,Teck Whye Shopping Centre,1954,CONCORD PRIMARY SCHOOL,186,BUKIT PANJANG GOVT. HIGH SCHOOL,459,CHUA CHU KANG PRIMARY SCHOOL,809,Yew Tee Hawker Centre,2272,Bukit Batok West Hawker Centre,2842,Senja Hawker Centre,3019,Choa Chu Kang Polyclinic,1784,Bukit Panjang Polyclinic,3274,Jurong Polyclinic,3397,COLD STORAGE SINGAPORE (1983) PTE LTD,496,ANG KEN CHUA,739,PRIME SUPERMARKET (1996) PTE LTD,1091,South View,1155,Choa Chu Kang,1195,Keat Hong,1580,44629,229,44621,253,30081,309,0,0,2,0,5,16501.72710818965,110,560000.0,738192.0,1.6
1022,503 Jelapang Road,141,900000.0,1.3841841461098,103.766434636885,670503,503 JELAPANG ROAD PANSHAN VIEW SINGAPORE 670503,BUKIT PANJANG,1996,69,4 ROOM,8.0,True,Greenridge Shopping Centre,138,Fajar Shopping Centre,486,Bukit Panjang Plaza,527,GREENRIDGE PRIMARY SCHOOL,242,ZHENGHUA SECONDARY SCHOOL,476,WEST SPRING PRIMARY SCHOOL,555,Senja Hawker Centre,682,Bukit Panjang Hawker Centre,995,Yew Tee Hawker Centre,2700,Bukit Panjang Polyclinic,527,Choa Chu Kang Polyclinic,1753,Bukit Batok Polyclinic,4132,COLD STORAGE SINGAPORE (1983) PTE LTD,127,COLD STORAGE SINGAPORE (1983) PTE LTD,486,NTUC FAIRPRICE CO-OPERATIVE LTD,487,Jelapang,354,Senja,483,Fajar,497,44671,64,44679,85,44661,158,8,1,5,0,11,14385.794530038764,110,575000.0,841568.0,6.94
1023,565 Hougang Street 51,122,780000.0,1.38051823194681,103.887953237737,530565,565 HOUGANG STREET 51 SINGAPORE 530565,HOUGANG,1991,64,4 ROOM,8.0,True,Sengkang Grand Mall,597,Hougang 1,1084,Hougang Mall,1093,YIO CHU KANG PRIMARY SCHOOL,385,PALM VIEW PRIMARY SCHOOL,523,MONTFORT SECONDARY SCHOOL,737,Buangkok Hawker Centre,597,Ci Yuan Hawker Centre,803,Fernvale Hawker Centre & Market,1739,Hougang Polyclinic,1186,Sengkang Polyclinic,1516,Punggol Polyclinic,3709,COLD STORAGE SINGAPORE (1983) PTE LTD,142,NTUC FAIRPRICE CO-OPERATIVE LTD,660,NTUC FAIRPRICE CO-OPERATIVE LTD,805,Buangkok,631,Renjong,749,Tongkang,1009,64441,80,64621,92,64629,116,2,0,6,0,13,11679.165011686355,110,615000.0,698835.0,11.61
1024,108 Lengkong Tiga,150,1250000.0,1.32456370966495,103.91013096847,410108,108 LENGKONG TIGA KEMBANGAN GARDENS SINGAPORE 410108,BEDOK,1988,61,4 ROOM,8.0,True,The Verge,982,SingPost,1803,Paya Lebar Quarter,2009,TELOK KURAU PRIMARY SCHOOL,733,MANJUSRI SECONDARY SCHOOL,989,ST. STEPHEN'S SCHOOL,1020,Eunos Crescent Blk 4A,805,Bedok Reservoir Road Blk 630,1018,Geylang Serai Market,1584,Eunos Polyclinic,862,Bedok Polyclinic,2420,Marine Parade Polyclinic,2470,NTUC FAIRPRICE CO-OPERATIVE LTD,90,NTUC FAIRPRICE CO-OPERATIVE LTD,850,CHUA & NG PTE. LTD.,945,Kembangan,502,Eunos,934,Kaki Bukit,1172,83341,148,83331,306,83351,415,2,0,1,0,2,8307.559890151859,110,580000.0,1022531.0,22.25
1025,938 Tampines Avenue 5,146,1180000.0,1.34790449944267,103.941725378469,520938,938 TAMPINES AVENUE 5 TAMPINES PALMSPRING SINGAPORE 520938,TAMPINES,1988,61,4 ROOM,8.0,True,Century Square,548,Tampines Mall,611,Our Tampines Hub,645,JUNYUAN PRIMARY SCHOOL,278,TAMPINES SECONDARY SCHOOL,320,TAMPINES PRIMARY SCHOOL,353,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),428,Hawker Centre @ Our Tampines Hub,600,Bedok North Street 4 Blk 85 (85 Fengshan Centre),1798,Tampines North Polyclinic,355,Tampines Polyclinic,1144,Bedok Polyclinic,2611,NTUC FAIRPRICE CO-OPERATIVE LTD,497,TANESEI RETAILING PTE. LTD.,546,MAHOTA FOOD PTE. LTD.,546,Tampines West,452,Tampines,710,Simei,1397,76061,32,76069,89,75051,358,3,1,3,1,6,12670.392005766544,110,656500.0,955623.0,23.48
1026,426 Tampines Street 41,142,948888.0,1.35957478152808,103.947930045838,520426,426 TAMPINES STREET 41 SUN PLAZA VIEW SINGAPORE 520426,TAMPINES,1985,58,4 ROOM,8.0,True,Tampines Mall,862,Century Square,923,Tampines 1,958,TAMPINES NORTH PRIMARY SCHOOL,138,GONGSHANG PRIMARY SCHOOL,305,PASIR RIS SECONDARY SCHOOL,606,Hawker Centre @ Our Tampines Hub,1101,Tampines North Hawker Centre,1389,Pasir Ris Central Hawker Centre,1597,Tampines Polyclinic,338,Pasir Ris Polyclinic,1618,Tampines North Polyclinic,1792,SHENG SIONG SUPERMARKET PTE LTD,466,NTUC FAIRPRICE CO-OPERATIVE LTD,584,COLD STORAGE SINGAPORE (1983) PTE LTD,668,Tampines,763,Tampines East,835,Tampines West,1886,76391,135,76399,136,76361,265,3,0,2,0,7,13989.404250758977,110,656500.0,837179.0,13.34
1027,375 Hougang Street 31,141,1200000.0,1.3631582793549,103.889555162338,530375,375 HOUGANG STREET 31 SINGAPORE 530375,HOUGANG,1998,71,4 ROOM,8.0,True,Heartland Mall,632,Hougang Mall,1139,Hougang Mall,1153,ANDERSON SERANGOON JUNIOR COLLEGE,350,XINGHUA PRIMARY SCHOOL,579,HOLY INNOCENTS' PRIMARY SCHOOL,658,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),597,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),1011,Ci Yuan Hawker Centre,1540,Hougang Polyclinic,753,Sengkang Polyclinic,3330,Toa Payoh Polyclinic,4659,LIM KING CHEW,494,COLD STORAGE SINGAPORE (1983) PTE LTD,643,TAN CHUAN BOON,708,Kovan,599,Hougang,957,Buangkok,2227,63051,123,63059,138,63041,221,2,0,2,0,9,10005.295431436629,110,615000.0,984528.0,21.89
